2026-04-27 16:44:11,089 - INFO - Start scraping
2026-04-27 16:44:11,089 - INFO - SAPO page 1
2026-04-27 16:44:12,339 - INFO - SAPO page 2
2026-04-27 16:44:13,385 - INFO - SAPO page 3
2026-04-27 16:44:58,853 - INFO - VentureBeat encontrados: 12
2026-04-27 16:50:58,056 - WARNING - 429 em https://venturebeat.com/technology/mystery-solved-anthropic-reveals-changes-to-claudes-harnesses-and-operating-instructions-likely-caused-degradation, esperar 8s
2026-04-27 16:51:06,126 - WARNING - 429 em https://venturebeat.com/technology/mystery-solved-anthropic-reveals-changes-to-claudes-harnesses-and-operating-instructions-likely-caused-degradation, esperar 16s
2026-04-27 16:51:24,181 - WARNING - 429 em https://venturebeat.com/technology/openais-gpt-5-5-is-here-and-its-no-potato-narrowly-beats-anthropics-claude-mythos-preview-on-terminal-bench-2-0, esperar 1s
2026-04-27 16:51:25,215 - WARNING - 429 em https://venturebeat.com/technology/openais-gpt-5-5-is-here-and-its-no-potato-narrowly-beats-anthropics-claude-mythos-preview-on-terminal-bench-2-0, esperar 2s
2026-04-27 16:51:27,251 - WARNING - 429 em https://venturebeat.com/technology/openais-gpt-5-5-is-here-and-its-no-potato-narrowly-beats-anthropics-claude-mythos-preview-on-terminal-bench-2-0, esperar 4s
2026-04-27 16:51:31,290 - WARNING - 429 em https://venturebeat.com/technology/openais-gpt-5-5-is-here-and-its-no-potato-narrowly-beats-anthropics-claude-mythos-preview-on-terminal-bench-2-0, esperar 8s
2026-04-27 16:51:39,331 - WARNING - 429 em https://venturebeat.com/technology/openais-gpt-5-5-is-here-and-its-no-potato-narrowly-beats-anthropics-claude-mythos-preview-on-terminal-bench-2-0, esperar 16s
2026-04-27 16:51:57,368 - WARNING - 429 em https://venturebeat.com/orchestration/talking-to-ai-agents-is-one-thing-what-about-when-they-talk-to-each-other-new-startup-band-debuts-universal-orchestrator, esperar 1s
2026-04-27 16:51:58,430 - WARNING - 429 em https://venturebeat.com/orchestration/talking-to-ai-agents-is-one-thing-what-about-when-they-talk-to-each-other-new-startup-band-debuts-universal-orchestrator, esperar 2s
2026-04-27 16:52:00,489 - WARNING - 429 em https://venturebeat.com/orchestration/talking-to-ai-agents-is-one-thing-what-about-when-they-talk-to-each-other-new-startup-band-debuts-universal-orchestrator, esperar 4s
2026-04-27 16:52:04,536 - WARNING - 429 em https://venturebeat.com/orchestration/talking-to-ai-agents-is-one-thing-what-about-when-they-talk-to-each-other-new-startup-band-debuts-universal-orchestrator, esperar 8s
2026-04-27 16:52:12,571 - WARNING - 429 em https://venturebeat.com/orchestration/talking-to-ai-agents-is-one-thing-what-about-when-they-talk-to-each-other-new-startup-band-debuts-universal-orchestrator, esperar 16s
2026-04-27 16:52:30,617 - WARNING - 429 em https://venturebeat.com/orchestration/openai-unveils-workspace-agents-a-successor-to-custom-gpts-for-enterprises-that-can-plug-directly-into-slack-salesforce-and-more, esperar 1s
2026-04-27 16:52:31,651 - WARNING - 429 em https://venturebeat.com/orchestration/openai-unveils-workspace-agents-a-successor-to-custom-gpts-for-enterprises-that-can-plug-directly-into-slack-salesforce-and-more, esperar 2s
2026-04-27 16:52:33,724 - WARNING - 429 em https://venturebeat.com/orchestration/openai-unveils-workspace-agents-a-successor-to-custom-gpts-for-enterprises-that-can-plug-directly-into-slack-salesforce-and-more, esperar 4s
2026-04-27 16:52:37,790 - WARNING - 429 em https://venturebeat.com/orchestration/openai-unveils-workspace-agents-a-successor-to-custom-gpts-for-enterprises-that-can-plug-directly-into-slack-salesforce-and-more, esperar 8s
2026-04-27 16:52:45,829 - WARNING - 429 em https://venturebeat.com/orchestration/openai-unveils-workspace-agents-a-successor-to-custom-gpts-for-enterprises-that-can-plug-directly-into-slack-salesforce-and-more, esperar 16s
2026-04-27 16:53:03,864 - WARNING - 429 em https://venturebeat.com/orchestration/google-and-aws-split-the-ai-agent-stack-between-control-and-execution, esperar 1s
2026-04-27 16:53:04,900 - WARNING - 429 em https://venturebeat.com/orchestration/google-and-aws-split-the-ai-agent-stack-between-control-and-execution, esperar 2s
2026-04-27 16:53:06,934 - WARNING - 429 em https://venturebeat.com/orchestration/google-and-aws-split-the-ai-agent-stack-between-control-and-execution, esperar 4s
2026-04-27 16:53:10,971 - WARNING - 429 em https://venturebeat.com/orchestration/google-and-aws-split-the-ai-agent-stack-between-control-and-execution, esperar 8s
2026-04-27 16:53:19,014 - WARNING - 429 em https://venturebeat.com/orchestration/google-and-aws-split-the-ai-agent-stack-between-control-and-execution, esperar 16s
2026-04-27 16:53:37,082 - WARNING - 429 em https://venturebeat.com/orchestration/are-you-paying-an-ai-swarm-tax-why-single-agents-often-beat-complex-systems, esperar 1s
2026-04-27 16:53:38,129 - WARNING - 429 em https://venturebeat.com/orchestration/are-you-paying-an-ai-swarm-tax-why-single-agents-often-beat-complex-systems, esperar 2s
2026-04-27 16:53:40,165 - WARNING - 429 em https://venturebeat.com/orchestration/are-you-paying-an-ai-swarm-tax-why-single-agents-often-beat-complex-systems, esperar 4s
2026-04-27 16:53:44,201 - WARNING - 429 em https://venturebeat.com/orchestration/are-you-paying-an-ai-swarm-tax-why-single-agents-often-beat-complex-systems, esperar 8s
2026-04-27 16:53:52,237 - WARNING - 429 em https://venturebeat.com/orchestration/are-you-paying-an-ai-swarm-tax-why-single-agents-often-beat-complex-systems, esperar 16s
2026-04-27 16:54:10,240 - INFO - Guardados 66 artigos
